le nom du lieu,commune,code insee,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode
bois du cypressat,Cenon,33119,44.856252,-0.534021,Cenon,0.4,municipality,33119,,Cenon,,33150,Cenon,"33, Gironde, Nouvelle-Aquitaine (Aquitaine)",33119
